seed,round,task,agent_name,score,coins,kills,self_kill,steps_survived,invalid_actions,round_total_coins,round_total_kills,round_total_suicides,opponent_scores,max_opponent_score,score_margin,win,tie,loss
29026,26,4,our_agent,1,1,0,0,100,2,9,1,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 6}",6,-5,0,0,1
29027,27,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,1,1,0,0
29028,28,4,our_agent,7,2,1,0,400,0,8,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,3,1,0,0
29029,29,4,our_agent,2,2,0,1,304,1,9,0,3,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 0}",6,-4,0,0,1
29030,30,4,our_agent,10,5,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 0}",2,8,1,0,0
29031,31,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 3}",4,-3,0,0,1
29032,32,4,our_agent,3,3,0,0,400,1,9,1,1,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",8,-5,0,0,1
29033,33,4,our_agent,9,4,1,0,400,4,9,1,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 3}",3,6,1,0,0
29034,34,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 0}",5,-3,0,0,1
29035,35,4,our_agent,9,4,1,0,400,0,9,1,0,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,5,1,0,0
29036,36,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-1,0,0,1
29037,37,4,our_agent,0,0,0,0,129,0,9,2,2,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 10}",10,-10,0,0,1
29038,38,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,0,0,1,0
29039,39,4,our_agent,1,1,0,0,116,0,9,3,2,"{""rule_based_agent_0"": 13, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 8}",13,-12,0,0,1
29040,40,4,our_agent,8,3,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 2}",4,4,1,0,0
29041,41,4,our_agent,3,3,0,0,260,1,9,0,3,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 0}",6,-3,0,0,1
29042,42,4,our_agent,4,4,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 7}",7,-3,0,0,1
29043,43,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,-1,0,0,1
29044,44,4,our_agent,7,2,1,0,400,0,9,1,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 0}",5,2,1,0,0
29045,45,4,our_agent,5,5,0,1,240,1,9,0,3,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",2,3,1,0,0
29046,46,4,our_agent,3,3,0,0,90,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 3}",6,-3,0,0,1
29047,47,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-2,0,0,1
29048,48,4,our_agent,0,0,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 4}",4,-4,0,0,1
29049,49,4,our_agent,0,0,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 5}",5,-5,0,0,1
29050,50,4,our_agent,9,4,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,6,1,0,0
29051,51,4,our_agent,3,3,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 9, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 2}",9,-6,0,0,1
29052,52,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",2,2,1,0,0
29053,53,4,our_agent,8,3,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,5,1,0,0
29054,54,4,our_agent,5,5,0,0,400,1,9,1,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 0}",7,-2,0,0,1
29055,55,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",4,-2,0,0,1
29056,56,4,our_agent,0,0,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",5,-5,0,0,1
29057,57,4,our_agent,8,3,1,0,301,1,9,2,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 2}",8,0,0,1,0
29058,58,4,our_agent,0,0,0,0,64,0,9,2,1,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 9}",9,-9,0,0,1
29059,59,4,our_agent,1,1,0,0,104,1,9,2,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 5}",8,-7,0,0,1
29060,60,4,our_agent,7,2,1,0,400,0,9,1,0,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,4,1,0,0
29061,61,4,our_agent,1,1,0,1,335,3,9,0,3,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 2}",4,-3,0,0,1
29062,62,4,our_agent,8,3,1,0,400,0,9,1,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 0}",5,3,1,0,0
29063,63,4,our_agent,1,1,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 4}",4,-3,0,0,1
29064,64,4,our_agent,6,1,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",6,0,0,1,0
29065,65,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",3,0,0,1,0
29066,66,4,our_agent,8,3,1,0,400,0,9,1,0,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 2}",4,4,1,0,0
29067,67,4,our_agent,0,0,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-4,0,0,1
29068,68,4,our_agent,5,5,0,0,320,1,9,3,0,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 11, ""rule_based_agent_2"": 8}",11,-6,0,0,1
29069,69,4,our_agent,4,4,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",6,-2,0,0,1
29070,70,4,our_agent,1,1,0,0,400,1,9,2,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 10, ""rule_based_agent_2"": 2}",10,-9,0,0,1
29071,71,4,our_agent,5,5,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",6,-1,0,0,1
29072,72,4,our_agent,2,2,0,0,121,0,9,3,1,"{""rule_based_agent_0"": 10, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 3}",10,-8,0,0,1
29073,73,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 4}",4,-3,0,0,1
29074,74,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 4}",4,-3,0,0,1
29075,75,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",4,-2,0,0,1
29076,76,4,our_agent,1,1,0,0,85,0,9,2,1,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 10, ""rule_based_agent_2"": 3}",10,-9,0,0,1
29077,77,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-2,0,0,1
29078,78,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-2,0,0,1
29079,79,4,our_agent,1,1,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 5}",7,-6,0,0,1
29080,80,4,our_agent,1,1,0,0,134,0,9,2,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 9}",9,-8,0,0,1
29081,81,4,our_agent,7,2,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 2}",5,2,1,0,0
29082,82,4,our_agent,0,0,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 3}",4,-4,0,0,1
29083,83,4,our_agent,0,0,0,0,400,0,9,2,1,"{""rule_based_agent_0"": 11, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 3}",11,-11,0,0,1
29084,84,4,our_agent,3,3,0,0,400,0,8,0,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,0,0,1,0
29085,85,4,our_agent,8,3,1,0,400,0,9,1,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 0}",4,4,1,0,0
29086,86,4,our_agent,2,2,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 7}",7,-5,0,0,1
29087,87,4,our_agent,2,2,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 6}",6,-4,0,0,1
29088,88,4,our_agent,5,5,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",2,3,1,0,0
29089,89,4,our_agent,4,4,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",8,-4,0,0,1
29090,90,4,our_agent,2,2,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 11, ""rule_based_agent_2"": 0}",11,-9,0,0,1
29091,91,4,our_agent,6,6,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",2,4,1,0,0
29092,92,4,our_agent,1,1,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 7}",7,-6,0,0,1
29093,93,4,our_agent,1,1,0,0,76,0,9,1,2,"{""rule_based_agent_0"": 9, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",9,-8,0,0,1
29094,94,4,our_agent,1,1,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-2,0,0,1
29095,95,4,our_agent,11,6,1,0,254,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 0}",2,9,1,0,0
29096,96,4,our_agent,2,2,0,0,400,0,8,2,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 13, ""rule_based_agent_2"": 2}",13,-11,0,0,1
29097,97,4,our_agent,2,2,0,0,400,0,7,1,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 6}",6,-4,0,0,1
29098,98,4,our_agent,3,3,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,1,1,0,0
29099,99,4,our_agent,9,4,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,6,1,0,0
