seed,round,task,agent_name,score,coins,kills,self_kill,steps_survived,invalid_actions,round_total_coins,round_total_kills,round_total_suicides,opponent_scores,max_opponent_score,score_margin,win,tie,loss,survived,died,fallback_steps,optimistic_fallback_steps,coin_preference_steps
33047,47,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-2,0,0,1,1,0,0,0,0
33048,48,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-1,0,0,1,1,0,0,0,0
33049,49,4,our_agent,4,4,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 1}",5,-1,0,0,1,1,0,0,0,0
33050,50,4,our_agent,5,5,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 6}",6,-1,0,0,1,1,0,0,0,0
33051,51,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 0}",5,-2,0,0,1,1,0,0,0,0
33052,52,4,our_agent,3,3,0,0,400,0,7,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 3}",3,0,0,1,0,1,0,0,0,0
33053,53,4,our_agent,1,1,0,0,86,1,9,1,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 2}",6,-5,0,0,1,0,1,4,0,0
33054,54,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",3,-1,0,0,1,1,0,0,0,0
33055,55,4,our_agent,1,1,0,0,129,0,9,3,2,"{""rule_based_agent_0"": 16, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 0}",16,-15,0,0,1,0,1,4,0,0
33056,56,4,our_agent,1,1,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 10, ""rule_based_agent_2"": 2}",10,-9,0,0,1,1,0,0,0,0
33057,57,4,our_agent,2,2,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",7,-5,0,0,1,1,0,0,0,0
33058,58,4,our_agent,1,1,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 4}",4,-3,0,0,1,1,0,0,0,0
33059,59,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 1}",5,-4,0,0,1,1,0,0,0,0
33060,60,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",3,0,0,1,0,1,0,0,0,0
33061,61,4,our_agent,1,1,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 9}",9,-8,0,0,1,1,0,0,0,0
33062,62,4,our_agent,3,3,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,0,0,1,0,1,0,1,0,0
33063,63,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,0,0,1,0,1,0,0,0,0
33064,64,4,our_agent,4,4,0,0,400,0,7,0,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",2,2,1,0,0,1,0,0,0,0
33065,65,4,our_agent,2,2,0,0,400,0,9,0,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-1,0,0,1,1,0,0,0,0
33066,66,4,our_agent,3,3,0,0,400,0,8,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 8}",8,-5,0,0,1,1,0,0,0,0
33067,67,4,our_agent,6,1,1,0,95,1,9,2,0,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",8,-2,0,0,1,0,1,4,0,0
33068,68,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 1}",5,-4,0,0,1,1,0,0,0,0
33069,69,4,our_agent,8,3,1,0,400,0,9,2,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 0}",6,2,1,0,0,1,0,0,0,0
33070,70,4,our_agent,10,5,1,0,400,0,9,1,0,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 3}",3,7,1,0,0,1,0,0,0,0
33071,71,4,our_agent,2,2,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 3}",7,-5,0,0,1,1,0,0,0,0
33072,72,4,our_agent,4,4,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",7,-3,0,0,1,1,0,0,0,0
33073,73,4,our_agent,5,5,0,0,400,0,9,2,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 7}",7,-2,0,0,1,1,0,0,0,0
33074,74,4,our_agent,1,1,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 9}",9,-8,0,0,1,1,0,0,0,0
33075,75,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 1}",4,-1,0,0,1,1,0,0,0,0
33076,76,4,our_agent,7,2,1,0,400,0,7,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 0}",3,4,1,0,0,1,0,0,0,0
33077,77,4,our_agent,6,1,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,3,1,0,0,1,0,0,0,0
33078,78,4,our_agent,4,4,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 2}",6,-2,0,0,1,1,0,0,0,0
33079,79,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",3,1,1,0,0,1,0,0,0,0
33080,80,4,our_agent,2,2,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 1}",5,-3,0,0,1,1,0,0,0,0
33081,81,4,our_agent,0,0,0,0,400,0,9,2,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 7}",9,-9,0,0,1,1,0,0,0,0
33082,82,4,our_agent,3,3,0,0,288,0,9,3,0,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 12, ""rule_based_agent_2"": 4}",12,-9,0,0,1,0,1,3,0,0
33083,83,4,our_agent,1,1,0,0,78,0,9,1,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 6}",6,-5,0,0,1,0,1,4,0,0
33084,84,4,our_agent,6,1,1,0,400,1,9,1,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 0}",4,2,1,0,0,1,0,0,0,0
33085,85,4,our_agent,7,2,1,0,400,0,9,1,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 2}",5,2,1,0,0,1,0,0,0,0
33086,86,4,our_agent,5,5,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",5,0,0,1,0,1,0,0,0,0
33087,87,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 2}",3,1,1,0,0,1,0,0,0,0
33088,88,4,our_agent,0,0,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 2}",6,-6,0,0,1,1,0,0,0,0
33089,89,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-2,0,0,1,1,0,0,0,0
33090,90,4,our_agent,4,4,0,0,171,0,9,2,2,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 7}",7,-3,0,0,1,0,1,4,0,0
33091,91,4,our_agent,5,5,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 1}",3,2,1,0,0,1,0,0,0,0
33092,92,4,our_agent,10,5,1,0,400,1,9,2,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 2}",6,4,1,0,0,1,0,0,0,0
33093,93,4,our_agent,3,3,0,0,280,0,9,1,2,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",6,-3,0,0,1,1,0,0,0,0
33094,94,4,our_agent,7,2,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",3,4,1,0,0,1,0,0,0,0
33095,95,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,-1,0,0,1,1,0,0,0,0
33096,96,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 0}",5,-2,0,0,1,1,0,0,0,0
33097,97,4,our_agent,3,3,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 2}",6,-3,0,0,1,1,0,0,0,0
33098,98,4,our_agent,2,2,0,0,152,0,9,2,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 8}",8,-6,0,0,1,0,1,4,0,0
33099,99,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",3,-1,0,0,1,1,0,0,0,0
33100,100,4,our_agent,7,2,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,4,1,0,0,1,0,0,0,0
33101,101,4,our_agent,2,2,0,0,400,1,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 9}",9,-7,0,0,1,1,0,0,0,0
33102,102,4,our_agent,2,2,0,0,400,3,9,2,2,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 8}",8,-6,0,0,1,1,0,0,0,0
33103,103,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",3,-1,0,0,1,1,0,0,0,0
33104,104,4,our_agent,2,2,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",8,-6,0,0,1,1,0,0,0,0
33105,105,4,our_agent,9,4,1,0,308,1,9,1,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,6,1,0,0,1,0,0,0,0
33106,106,4,our_agent,3,3,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",3,0,0,1,0,1,0,0,0,0
33107,107,4,our_agent,1,1,0,0,103,1,9,1,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 8}",8,-7,0,0,1,0,1,4,0,0
33108,108,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-3,0,0,1,1,0,0,0,0
33109,109,4,our_agent,7,2,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,3,1,0,0,1,0,0,0,0
33110,110,4,our_agent,6,1,1,0,400,0,8,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 1}",4,2,1,0,0,1,0,0,0,0
33111,111,4,our_agent,8,3,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,5,1,0,0,1,0,0,0,0
33112,112,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 3}",3,-2,0,0,1,1,0,0,0,0
33113,113,4,our_agent,1,1,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 5}",7,-6,0,0,1,1,0,0,0,0
33114,114,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,-1,0,0,1,1,0,0,0,0
33115,115,4,our_agent,8,3,1,0,400,0,9,1,0,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",3,5,1,0,0,1,0,0,0,0
33116,116,4,our_agent,4,4,0,0,97,0,9,2,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 1}",7,-3,0,0,1,0,1,4,0,0
33117,117,4,our_agent,2,2,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 2}",8,-6,0,0,1,1,0,0,0,0
33118,118,4,our_agent,2,2,0,0,400,0,8,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 1}",4,-2,0,0,1,1,0,0,0,0
33119,119,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 0}",5,-3,0,0,1,1,0,0,0,0
33120,120,4,our_agent,9,4,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,7,1,0,0,1,0,0,0,0
33121,121,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-2,0,0,1,1,0,0,0,0
33122,122,4,our_agent,2,2,0,0,362,1,9,1,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 4}",6,-4,0,0,1,0,1,3,0,0
33123,123,4,our_agent,3,3,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 1}",6,-3,0,0,1,1,0,0,0,0
33124,124,4,our_agent,11,6,1,0,400,1,9,2,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 6}",6,5,1,0,0,1,0,0,0,0
33125,125,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 3}",3,0,0,1,0,1,0,0,0,0
33126,126,4,our_agent,5,5,0,0,178,1,9,1,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 2}",6,-1,0,0,1,0,1,2,0,0
33127,127,4,our_agent,0,0,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",5,-5,0,0,1,1,0,0,0,0
33128,128,4,our_agent,3,3,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 6}",6,-3,0,0,1,1,0,0,0,0
33129,129,4,our_agent,2,2,0,0,95,1,9,3,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 6}",9,-7,0,0,1,0,1,3,0,0
33130,130,4,our_agent,6,6,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 0}",3,3,1,0,0,1,0,0,0,0
33131,131,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 2}",5,-4,0,0,1,1,0,0,0,0
33132,132,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,0,0,1,0,1,0,0,0,0
33133,133,4,our_agent,3,3,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",8,-5,0,0,1,1,0,0,0,0
33134,134,4,our_agent,3,3,0,0,107,1,9,1,1,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 5}",5,-2,0,0,1,0,1,4,0,0
33135,135,4,our_agent,14,4,2,0,400,0,9,2,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",2,12,1,0,0,1,0,0,0,0
