seed,round,task,agent_name,score,coins,kills,self_kill,steps_survived,invalid_actions,round_total_coins,round_total_kills,round_total_suicides,opponent_scores,max_opponent_score,score_margin,win,tie,loss,survived,died,fallback_steps,optimistic_fallback_steps,coin_preference_steps
35018,18,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,-1,0,0,1,1,0,0,0,0
35019,19,4,our_agent,0,0,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 4}",4,-4,0,0,1,1,0,0,0,0
35020,20,4,our_agent,3,3,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,0,0,1,0,1,0,0,0,0
35021,21,4,our_agent,1,1,0,0,400,1,9,1,0,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 8}",8,-7,0,0,1,1,0,0,0,0
35022,22,4,our_agent,2,2,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",4,-2,0,0,1,1,0,1,0,0
35023,23,4,our_agent,3,3,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 6}",6,-3,0,0,1,1,0,0,0,0
35024,24,4,our_agent,3,3,0,0,159,0,9,3,2,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 13}",13,-10,0,0,1,0,1,4,0,0
35025,25,4,our_agent,4,4,0,0,400,2,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",3,1,1,0,0,1,0,0,0,0
35026,26,4,our_agent,5,5,0,0,400,1,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 3}",5,0,0,1,0,1,0,0,0,0
35027,27,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,-1,0,0,1,1,0,0,0,0
35028,28,4,our_agent,1,1,0,0,95,0,9,2,2,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 4}",7,-6,0,0,1,0,1,4,0,0
35029,29,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-2,0,0,1,1,0,0,0,0
35030,30,4,our_agent,9,4,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,5,1,0,0,1,0,0,0,0
35031,31,4,our_agent,3,3,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,0,0,1,0,1,0,0,0,0
35032,32,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",3,-1,0,0,1,1,0,1,0,0
35033,33,4,our_agent,2,2,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 3}",8,-6,0,0,1,1,0,0,0,0
35034,34,4,our_agent,2,2,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",5,-3,0,0,1,1,0,0,0,0
35035,35,4,our_agent,4,4,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,2,1,0,0,1,0,0,0,0
35036,36,4,our_agent,1,1,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 4}",4,-3,0,0,1,1,0,0,0,0
35037,37,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,0,0,1,0,1,0,0,0,0
35038,38,4,our_agent,3,3,0,0,193,1,7,1,3,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",7,-4,0,0,1,0,1,4,0,0
35039,39,4,our_agent,4,4,0,0,400,0,8,1,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",6,-2,0,0,1,1,0,0,0,0
35040,40,4,our_agent,7,2,1,0,313,1,9,2,0,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 4}",7,0,0,1,0,0,1,3,0,0
35041,41,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 4}",4,-3,0,0,1,1,0,0,0,0
35042,42,4,our_agent,5,0,1,0,400,0,9,1,0,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 4}",4,1,1,0,0,1,0,0,0,0
35043,43,4,our_agent,2,2,0,0,400,1,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 8}",8,-6,0,0,1,1,0,0,0,0
35044,44,4,our_agent,3,3,0,0,400,0,9,2,0,"{""rule_based_agent_0"": 9, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 1}",9,-6,0,0,1,1,0,0,0,0
35045,45,4,our_agent,0,0,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 3}",3,-3,0,0,1,1,0,0,0,0
35046,46,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 3}",3,-1,0,0,1,1,0,0,0,0
35047,47,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",4,-2,0,0,1,1,0,0,0,0
35048,48,4,our_agent,0,0,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",4,-4,0,0,1,1,0,0,0,0
35049,49,4,our_agent,4,4,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 6}",6,-2,0,0,1,1,0,0,0,0
35050,50,4,our_agent,2,2,0,0,326,0,8,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 3}",6,-4,0,0,1,0,1,3,0,0
35051,51,4,our_agent,10,5,1,0,400,0,9,1,0,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 1}",3,7,1,0,0,1,0,0,0,0
35052,52,4,our_agent,3,3,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,1,1,0,0,1,0,0,0,0
35053,53,4,our_agent,8,3,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",3,5,1,0,0,1,0,0,0,0
35054,54,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,1,1,0,0,1,0,0,0,0
35055,55,4,our_agent,0,0,0,0,400,0,8,1,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 7}",7,-7,0,0,1,1,0,0,0,0
35056,56,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-2,0,0,1,1,0,0,0,0
35057,57,4,our_agent,8,3,1,0,400,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,6,1,0,0,1,0,0,0,0
35058,58,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",5,-3,0,0,1,1,0,0,0,0
35059,59,4,our_agent,4,4,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 4}",4,0,0,1,0,1,0,0,0,0
35060,60,4,our_agent,4,4,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 0}",4,0,0,1,0,1,0,0,0,0
35061,61,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 3}",3,1,1,0,0,1,0,0,0,0
35062,62,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-1,0,0,1,1,0,0,0,0
35063,63,4,our_agent,2,2,0,0,243,2,9,1,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 2}",7,-5,0,0,1,0,1,3,0,0
35064,64,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,-1,0,0,1,1,0,0,0,0
35065,65,4,our_agent,2,2,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 3}",3,-1,0,0,1,1,0,0,0,0
35066,66,4,our_agent,3,3,0,0,103,0,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 2}",6,-3,0,0,1,0,1,4,0,0
35067,67,4,our_agent,7,2,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 4}",4,3,1,0,0,1,0,0,0,0
35068,68,4,our_agent,5,0,1,0,400,0,8,2,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 3}",8,-3,0,0,1,1,0,0,0,0
35069,69,4,our_agent,3,3,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 9}",9,-6,0,0,1,1,0,0,0,0
35070,70,4,our_agent,4,4,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",2,2,1,0,0,1,0,0,0,0
35071,71,4,our_agent,1,1,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",4,-3,0,0,1,1,0,0,0,0
35072,72,4,our_agent,1,1,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 3}",4,-3,0,0,1,1,0,0,0,0
35073,73,4,our_agent,2,2,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",4,-2,0,0,1,1,0,0,0,0
35074,74,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 0}",4,-2,0,0,1,1,0,0,0,0
35075,75,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 3}",4,-2,0,0,1,1,0,0,0,0
35076,76,4,our_agent,8,3,1,0,187,2,9,2,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 6}",6,2,1,0,0,0,1,3,0,0
35077,77,4,our_agent,4,4,0,0,400,1,9,1,0,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",7,-3,0,0,1,1,0,0,0,0
35078,78,4,our_agent,7,2,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 1}",5,2,1,0,0,1,0,0,0,0
35079,79,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,-1,0,0,1,1,0,0,0,0
35080,80,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,-1,0,0,1,1,0,0,0,0
35081,81,4,our_agent,2,2,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",4,-2,0,0,1,1,0,0,0,0
35082,82,4,our_agent,2,2,0,0,63,0,9,2,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 10}",10,-8,0,0,1,0,1,4,0,0
35083,83,4,our_agent,0,0,0,0,400,3,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 3}",9,-9,0,0,1,1,0,0,0,0
35084,84,4,our_agent,0,0,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 8}",8,-8,0,0,1,1,0,0,0,0
35085,85,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,1,1,0,0,1,0,0,0,0
35086,86,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,-1,0,0,1,1,0,0,0,0
35087,87,4,our_agent,7,2,1,0,214,1,9,3,0,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 7}",9,-2,0,0,1,0,1,4,0,0
35088,88,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 0}",4,-2,0,0,1,1,0,0,0,0
35089,89,4,our_agent,4,4,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 0}",4,0,0,1,0,1,0,0,0,0
35090,90,4,our_agent,4,4,0,0,400,0,8,2,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 13, ""rule_based_agent_2"": 0}",13,-9,0,0,1,1,0,0,0,0
35091,91,4,our_agent,2,2,0,0,54,0,9,2,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 10}",10,-8,0,0,1,0,1,4,0,0
35092,92,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",2,2,1,0,0,1,0,0,0,0
35093,93,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",3,0,0,1,0,1,0,0,0,0
35094,94,4,our_agent,2,2,0,0,400,1,8,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 3}",6,-4,0,0,1,1,0,0,0,0
35095,95,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 3}",3,-1,0,0,1,1,0,0,0,0
35096,96,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-1,0,0,1,1,0,0,0,0
35097,97,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-2,0,0,1,1,0,0,0,0
35098,98,4,our_agent,6,1,1,0,400,0,8,2,0,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",7,-1,0,0,1,1,0,0,0,0
35099,99,4,our_agent,2,2,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 0}",5,-3,0,0,1,1,0,0,0,0
35100,100,4,our_agent,2,2,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 4}",7,-5,0,0,1,1,0,0,0,0
35101,101,4,our_agent,3,3,0,0,195,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 1}",8,-5,0,0,1,0,1,4,0,0
35102,102,4,our_agent,3,3,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",3,0,0,1,0,1,0,0,0,0
35103,103,4,our_agent,2,2,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 1}",7,-5,0,0,1,1,0,0,0,0
35104,104,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 1}",5,-4,0,0,1,1,0,0,0,0
35105,105,4,our_agent,2,2,0,0,70,1,9,1,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 1}",7,-5,0,0,1,0,1,3,0,0
35106,106,4,our_agent,1,1,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",4,-3,0,0,1,1,0,0,0,0
35107,107,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 2}",4,-2,0,0,1,1,0,0,0,0
35108,108,4,our_agent,1,1,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 2}",4,-3,0,0,1,1,0,0,0,0
35109,109,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 3}",3,-2,0,0,1,1,0,0,0,0
35110,110,4,our_agent,4,4,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",2,2,1,0,0,1,0,0,0,0
35111,111,4,our_agent,1,1,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 2}",6,-5,0,0,1,1,0,0,0,0
35112,112,4,our_agent,3,3,0,0,95,1,9,1,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 6}",6,-3,0,0,1,0,1,4,0,0
35113,113,4,our_agent,4,4,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,1,1,0,0,1,0,0,0,0
35114,114,4,our_agent,3,3,0,0,400,0,7,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",2,1,1,0,0,1,0,1,0,0
35115,115,4,our_agent,7,2,1,0,400,1,9,1,0,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",4,3,1,0,0,1,0,0,0,0
35116,116,4,our_agent,5,5,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",2,3,1,0,0,1,0,0,0,0
35117,117,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 0}",4,-1,0,0,1,1,0,0,0,0
35118,118,4,our_agent,2,2,0,0,400,0,8,0,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 2}",4,-2,0,0,1,1,0,0,0,0
35119,119,4,our_agent,2,2,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 2}",8,-6,0,0,1,1,0,0,0,0
35120,120,4,our_agent,4,4,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",6,-2,0,0,1,1,0,0,0,0
35121,121,4,our_agent,7,2,1,0,400,0,9,2,1,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 0}",8,-1,0,0,1,1,0,0,0,0
35122,122,4,our_agent,7,2,1,0,400,0,9,1,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 2}",4,3,1,0,0,1,0,0,0,0
35123,123,4,our_agent,7,2,1,0,400,1,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 4}",4,3,1,0,0,1,0,0,0,0
35124,124,4,our_agent,8,3,1,0,400,0,8,1,0,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 1}",4,4,1,0,0,1,0,0,0,0
35125,125,4,our_agent,3,3,0,0,106,0,9,4,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 14}",14,-11,0,0,1,0,1,4,0,0
35126,126,4,our_agent,3,3,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",8,-5,0,0,1,1,0,0,0,0
35127,127,4,our_agent,1,1,0,0,60,0,9,1,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 5}",8,-7,0,0,1,0,1,4,0,0
35128,128,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",5,-3,0,0,1,1,0,0,0,0
35129,129,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-2,0,0,1,1,0,0,0,0
35130,130,4,our_agent,2,2,0,0,400,0,8,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 3}",3,-1,0,0,1,1,0,0,0,0
35131,131,4,our_agent,3,3,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 0}",9,-6,0,0,1,1,0,0,0,0
35132,132,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",2,2,1,0,0,1,0,0,0,0
35133,133,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 4}",4,-2,0,0,1,1,0,0,0,0
35134,134,4,our_agent,6,1,1,0,114,0,9,4,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 10, ""rule_based_agent_2"": 12}",12,-6,0,0,1,0,1,4,0,0
35135,135,4,our_agent,1,1,0,0,108,2,9,2,2,"{""rule_based_agent_0"": 9, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 6}",9,-8,0,0,1,0,1,2,0,0
